artist.id,artist.mbid,artist.playmeid,artist.7digitalid,artist.name,artist.latitude,artist.longitude,artist.location,artist.hotttnesss,artist.familiarity,song.id,track.id,track.7digitalid,release.7digitalid,audio.md5,title,release,year,mode,mode.confidence,key,key.confidence,time.signature,time.signature.confidence,analysis.sample.rate,start.of.fade.out,end.of.fade.in,tempo,duration,loudness,energy,danceability,song.hotttnesss,artist_id,term
AR4PCIG1187B98D07D,d55a7204-c17b-412b-87ce-b4d32e2eeae7,-1,33244,Ellen McIlwaine,36.16778,-86.77836,"Nashville, TN",0.325148571,0.438887475,SOIQHDR12AB01896C8,TRAAHTH12903CCFFE1,8486209,766444,acd12c7550ee05894c31033ae8a3b7c2,Spontanous Combustion,Spontanous Combustion,0,1,0.527,7,0.699,4,0.281,22050,272.933,0.34,132.428,275.12118,-6.29,0,0,0.242741879,AR4PCIG1187B98D07D,rock
AR4PQ891187FB5CA9F,6784ee31-6d79-4a37-9e1f-01d6ef31940e,460,1968,Dionne Warwick,40.76099,-74.20991,"East Orange, NJ",0.480575193,0.647933622,SOIASMV12AB0182DC0,TRANIPA128F93151A2,5976208,539483,72a8e2df6e5e6492b9d6390c97a7d00e,Just One Of Those Things,Sings Cole Porter,0,1,0.393,7,0.308,3,0.834,22050,203.552,0.348,101.421,210.96444,-13.765,0,0,0.379523324,AR4PQ891187FB5CA9F,pop
AR4PQ891187FB5CA9F,6784ee31-6d79-4a37-9e1f-01d6ef31940e,460,1968,Dionne Warwick,40.76099,-74.20991,"East Orange, NJ",0.480575193,0.647933084,SONFKHD12A6D4F8ED6,TRAPEBL128F149E768,600059,57633,91645daecc5e043a98e1bf52a17b1afa,Don't Let My Teardrops Bother You (Album Version),Just Being Myself,0,1,0.213,2,0.007,4,0.446,22050,235.294,0.533,130.637,243.85261,-12.772,0,0,NA,AR4PQ891187FB5CA9F,pop
AR4PQ891187FB5CA9F,6784ee31-6d79-4a37-9e1f-01d6ef31940e,460,1968,Dionne Warwick,40.76099,-74.20991,"East Orange, NJ",0.480575193,0.647933084,SOWWUUZ12A6D4FA8CA,TRAZSBD128F14A27AB,617113,59623,d9f70c639bde438d32a1bfada2824fe0,I've Been Loving You Too Long (LP Version),Soulful,0,1,0.197,10,0.724,3,0.683,22050,203.773,0.328,126.54,214.38649,-12.992,0,0,NA,AR4PQ891187FB5CA9F,pop
AR4PQ891187FB5CA9F,6784ee31-6d79-4a37-9e1f-01d6ef31940e,460,1968,Dionne Warwick,40.76099,-74.20991,"East Orange, NJ",0.480575193,0.647933622,SOVHKAC12AB018C763,TRBAXCV12903CA4067,7328707,661297,828d81307d73186613f781c01f6a1083,Let It Be Me,Pop Masters: I Say A Little Prayer For You,2006,1,0.619,3,0.423,4,0,22050,218.639,0.264,87.447,226.58567,-18.063,0,0,NA,AR4PQ891187FB5CA9F,pop
AR4PZLK1187B999B4E,9fd9552c-98df-4f86-ab8b-2eb307f8e9f0,-1,170299,Sylvia Patricia,NA,NA,Salvador BRAZIL,0.264396916,0.467304393,SOUIDWL12A8C13357A,TRABTUK128F4232E52,2609448,237735,b95d18a122b30404247a83ba445ffb79,Marca de Amor NNANAo Sai,Purpurina 37,0,1,0.608,2,0.39,4,0,22050,251.257,0.223,144.073,259.34322,-9.393,0,0,NA,AR4PZLK1187B999B4E,other
AR4Q1VD1187B9893C7,bdb36f1b-3f48-4028-a8f7-4181e5946a83,-1,326205,Mulberry Lane,NA,NA,NA,0.340497416,0.494940623,SOBDCSO12AB017F02D,TRAFOZW128F92F1594,4881424,437973,69deac609446d2590cea1250aa9a1279,Come Dance With Me,Snug,0,1,0.518,0,0.585,4,0.142,22050,163.614,0,148.012,169.58649,-4.333,0,0,0.245925347,AR4Q1VD1187B9893C7,pop
AR4QYVC1187B99985B,c3b1105d-b40c-47c7-b489-e9b3f7b1e8c1,-1,559821,DJ Harry,NA,NA,NA,0.315690277,0.487077751,SOIOWYG12AB018751B,TRAJSRM12903CA068C,8290825,748788,8e43cfc867a214410badada49f87b9ba,Shadows,Collision,2004,0,0.615,6,0.795,4,0.159,22050,296.159,0,181.371,309.60281,-7.254,0,0,NA,AR4QYVC1187B99985B,trip hop
AR4QYVC1187B99985B,c3b1105d-b40c-47c7-b489-e9b3f7b1e8c1,-1,559821,DJ Harry,NA,NA,NA,0.315690277,0.487077751,SOHDTLT12AB0183F06,TRASDUS12903CA0686,8290819,748788,8167b8b566d4d9adbc1bc6d19d004bcf,Tragedy in Blue,Collision,2004,1,0.587,1,0.664,4,1,22050,294.214,0,122.829,299.98975,-6.573,0,0,0,AR4QYVC1187B99985B,trip hop
AR4QYVC1187B99985B,c3b1105d-b40c-47c7-b489-e9b3f7b1e8c1,-1,559821,DJ Harry,NA,NA,NA,0.315690277,0.487077751,SOIYUEY12AB0184151,TRATFYD12903CAE45A,8347750,754107,cf8d6277c47fe09a21f828e3aea7825c,'Round the Wheel,The String Cheese Remix Project,2001,0,0,6,0.411,4,0.919,22050,495.908,0,133.529,495.90812,-9.706,0,0,0.249065795,AR4QYVC1187B99985B,trip hop
AR4QYVC1187B99985B,c3b1105d-b40c-47c7-b489-e9b3f7b1e8c1,-1,559821,DJ Harry,NA,NA,NA,0.315690277,0.487077751,SOHCEBC12AB018752F,TRBFOKS12903CA0692,8290831,748788,a93feedf6e9bd9cee47d215616f4a693,Other Side of You,Collision,2004,1,0.499,7,0.772,5,0.711,22050,314.091,0,133.343,327.47057,-6.152,0,0,0,AR4QYVC1187B99985B,trip hop
AR4R0741187FB39AF2,2a81f398-647b-4580-b24c-d78b3103a27b,22316,19019,Bow Wow Wow,51.50632,-0.12714,"London, England",0.413261378,0.659139477,SOYVAAQ12A6D4F8026,TRAIZRI128F1466316,302329,27646,a593007c3138195a80ff1070f4426b48,Sex,Girl Bites Dog_ Your Compact Disc Pet,0,1,0.322,4,0.2,4,0.197,22050,157.623,0.508,137.398,167.83628,-12.324,0,0,NA,AR4R0741187FB39AF2,rock
AR4R0741187FB39AF2,2a81f398-647b-4580-b24c-d78b3103a27b,22316,19019,Bow Wow Wow,51.50632,-0.12714,"London, England",0.413261378,0.659139477,SOAXRPH12A6D4F802D,TRANFMB128F146631E,302337,27646,acfdae3371e2bf4d1be853966d0d06b5,C30 C60 C90 Go,Girl Bites Dog_ Your Compact Disc Pet,2003,0,0.108,10,0.01,1,0.663,22050,177.366,0.485,231.725,182.9873,-10.137,0,0,NA,AR4R0741187FB39AF2,rock
AR4R0741187FB39AF2,2a81f398-647b-4580-b24c-d78b3103a27b,22316,19019,Bow Wow Wow,51.50632,-0.12714,"London, England",0.413261378,0.659139477,SOALJHY12A8AE489F3,TRBAFFR128F425BC5B,3112942,279463,00ec7f9e4e7d65b66f25d02de01c5a78,Love_ Peace and Harmony,Love_ Peace & Harmony The Best Of Bow Wow Wow,0,1,0.528,1,0.68,1,0,22050,164.653,2.728,126.501,172.79955,-9.883,0,0,0.445454525,AR4R0741187FB39AF2,rock
AR4R1FL1187FB55C3B,92dc699f-fcbc-4278-afbe-40b5ad060a55,-1,6047,Death From Above 1979,-13.442,-41.9952,BA,0.467071006,0.738594499,SOINDRZ12A6701DAF6,TRADKAX128E0786B92,89309,8784,7e6571f32962acd4c923148f40f6acdc,Romantic Rights,You're A Woman_ I'm A Machine,2004,1,0.643,7,0.62,4,1,22050,191.872,0,150.155,195.29098,-7.163,0,0,0.718485475,AR4R1FL1187FB55C3B,rock
AR4R1FL1187FB55C3B,92dc699f-fcbc-4278-afbe-40b5ad060a55,-1,6047,Death From Above 1979,-13.442,-41.9952,BA,0.467071006,0.738594499,SORRNXT12A6D4F7451,TRASFNS128F145247D,208104,19905,7741c1dc745b9dae5007f0d121bb6827,Romantic Rights (Jesper Dahlback Remix),Romantic Rights,2004,0,0.556,11,0.569,4,1,22050,334.658,0,91.879,344.842,-3.879,0,0,0.454192988,AR4R1FL1187FB55C3B,rock
AR4R84C1187FB3EC16,94e4af5f-73a3-43da-96bc-49b759bfabdc,23510,10588,Shelly Manne,40.71455,-74.00712,"New York, NY",0.347134883,0.47432902,SOFLBQJ12A8C1334BF,TRALCPV128F4254A68,1525358,146240,3c92b0bc2e4a4f2f44a5dfe8b250d2fa,Get Me To The Church On Time,1954-56 Combinations,1996,1,0.62,7,0.748,3,0.677,22050,247.293,1.576,121.871,255.39873,-18.623,0,0,NA,AR4R84C1187FB3EC16,other
AR4R84C1187FB3EC16,94e4af5f-73a3-43da-96bc-49b759bfabdc,23510,10588,Shelly Manne,40.71455,-74.00712,"New York, NY",0.347134883,0.47432902,SOTPLEJ12A8C13BE58,TRAYABO128F42957C9,1141528,110361,cf5a25c6d61e234ab1ed6676f96933fc,Wameru  (LP Version),Daktari,2002,0,0.375,3,0.323,3,0.373,22050,165.901,0.493,141.743,177.47546,-16.017,0,0,NA,AR4R84C1187FB3EC16,other
AR4R84C1187FB3EC16,94e4af5f-73a3-43da-96bc-49b759bfabdc,23510,10588,Shelly Manne,40.71455,-74.00712,"New York, NY",0,0.47432902,SOZBXVO12AB0188824,TRBGMNM128F932D140,4058004,364545,a16e02f9032646b9c70ca4066869ac3c,Jubilation T. Cornpone,Li'l Abner,0,1,0.546,0,0.634,1,0,22050,188.256,0.526,125.693,190.74567,-16.39,0,0,0.239629098,AR4R84C1187FB3EC16,other
AR4R9BI1187FB44767,946a3be7-bd99-47ac-8414-515c85811f40,42717,105610,Earth,NA,NA,Georgia,0.462963987,0.683951504,SOMECMH12A8C13833C,TRBGZRZ128F42668B2,2244592,206964,00d854412d4918c6d0e06d32a00856e7,Endless Winter,Star Condemn'd,0,0,0.546,6,0.319,4,0.539,22050,518.693,0.311,121.847,525.47873,-8.575,0,0,0.215080319,AR4R9BI1187FB44767,grunge
AR4R9BI1187FB44767,946a3be7-bd99-47ac-8414-515c85811f40,42717,105610,Earth,NA,NA,Georgia,0.462963987,0.683951504,SORZGSZ12A8C1337B7,TRBHORD128F423DEF9,2058291,189544,cf6229a0774fd74d29f11b8baf95894f,Thrones And Dominions (Album),Phase 3: Thrones And Dominions,0,1,0,2,0,4,1,22050,851.528,7.39,81.302,861.83138,-20.288,0,0,0.536788886,AR4R9BI1187FB44767,grunge
AR4SOKG1187B98D2B0,3be1c652-2e90-40e6-89ad-bcac62aab60f,-1,41861,Geier Sturzflug,NA,NA,NA,0.443116874,0.535492536,SOQIBCH12A8C142CE5,TRAKZYE128F92E910E,5793804,524634,947fd020365763a04e72fc20121666f6,Und die Zeit vergeht,HNANAr auf zu weinen,0,1,0.642,7,0.528,4,0.887,22050,225.408,2.432,160.24,231.96689,-6.051,0,0,NA,AR4SOKG1187B98D2B0,rock
AR4SOKG1187B98D2B0,3be1c652-2e90-40e6-89ad-bcac62aab60f,-1,41861,Geier Sturzflug,NA,NA,NA,0.466394434,0.535492536,SOGPBBU12A67AE219E,TRAQJAM128F14AC5E8,661468,63766,7a411434ca202724891dfe3eb1756a0f,Bruttosozialprodukt,Deutsche Hits CD1,1982,1,0.517,2,0.571,4,0.364,22050,180.814,0.148,165.979,186.51383,-6.54,0,0,NA,AR4SOKG1187B98D2B0,rock
AR4SOKG1187B98D2B0,3be1c652-2e90-40e6-89ad-bcac62aab60f,-1,41861,Geier Sturzflug,NA,NA,NA,0.443116874,0.535492536,SODHWXG12A6D4F9F87,TRASPBJ128F14A9F56,650352,62722,41c4f9cad435edb6298a534dcd225d02,Schwarzarbeit,Mahlzeit!,2006,1,0.533,6,0.282,4,0,22050,206.994,1.112,116.032,214.20363,-4.533,0,0,NA,AR4SOKG1187B98D2B0,rock
AR4SOKG1187B98D2B0,3be1c652-2e90-40e6-89ad-bcac62aab60f,-1,41861,Geier Sturzflug,NA,NA,NA,0.443116874,0.535492536,SOVZRSW12A8C141AFC,TRBEHHL128F92E90F5,5793779,524634,7c91a39cb08c87524574c3f5eca5874d,Wie ein EisbNANAr sein,HNANAr auf zu weinen,0,1,0.361,9,0.269,4,0.298,22050,204.957,0.601,120.985,211.35628,-6.574,0,0,NA,AR4SOKG1187B98D2B0,rock
AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,53504,4411,Martin Sexton,NA,NA,"Syracuse, NY",0.448653471,0.641197515,SOKQYBC12AB0183C87,TRACMIU128F935381D,5749568,519688,14e74244c8c38234af325b968d97b27e,Ice Cream Man,Live Wide Open,2001,1,0.542,2,0.5,4,0.806,22050,341.827,0,133.391,352.88771,-8.733,0,0,0.304169503,AR4TLW81187B99683D,soul
AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,53504,4411,Martin Sexton,NA,NA,"Syracuse, NY",0.448653471,0.641197515,SOFXOIF12AB0182415,TRAJEDV128F93218B9,6027535,544622,140656fd7c5888ff8cd6f7936a32e166,White Christmas,Camp Holiday,2005,1,0.768,3,0.775,3,0.868,22050,139.163,0.212,90.099,144.19546,-12.031,0,0,0.239629098,AR4TLW81187B99683D,soul
AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,53504,4411,Martin Sexton,NA,NA,"Syracuse, NY",0.448653471,0.641197515,SOBSCBT12AB01838DA,TRAQEOG128F9353981,5749926,519735,36e5169e576e05f4775296feb1ec833d,Caught In The Rain,Black Sheep,1996,1,0.547,2,0.62,3,0.646,22050,265.903,0.325,109.889,277.39383,-14.15,0,0,NA,AR4TLW81187B99683D,soul
AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,53504,4411,Martin Sexton,NA,NA,"Syracuse, NY",0.448653471,0.641197515,SORXZTW12AB0183775,TRAUOPA128F93537F2,5749525,519688,309968fd772a7427e5330e41fcd7867b,Things You Do To Me,Live Wide Open,2000,1,0.162,1,0.332,5,0.842,22050,246.77,0,137.765,256.62649,-9.071,0,0,NA,AR4TLW81187B99683D,soul
AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,53504,4411,Martin Sexton,NA,NA,"Syracuse, NY",0.448653471,0.641197515,SOJVLTP12A8C13C83A,TRAXGZH128F427D44C,2930257,266901,6f1289af49edd10eb2feca5a0efc1047,Glory Bound (LP Version),The American,1998,1,0.57,7,0.407,4,0.574,22050,258.392,2.142,141.438,267.36281,-7.322,0,0,NA,AR4TLW81187B99683D,soul
AR4TLW81187B99683D,0685ac4a-5cfc-408a-b391-903ea20e00bf,53504,4411,Martin Sexton,NA,NA,"Syracuse, NY",0.448653471,0.641197515,SOFGXQV12A8C13C842,TRBBGDK128F427D450,2930261,266901,8caa6a63b7a9118e8db615b4b7d12b99,My Maria (LP Version),The American,1998,1,0.851,4,0.76,1,0.307,22050,233.128,0,86.805,244.4273,-10.218,0,0,0.466304831,AR4TLW81187B99683D,soul
AR4UJ7O1187B994010,62924f76-6c13-4e81-8c07-387acd278829,131501,74295,Buddy Johnson,34.30246,-79.87162,"Darlington, SC",0.290206823,0.382082405,SORLQLI12A8C1373BB,TRAHZFG128F4275C87,996929,93181,8c29aa88164ff5d117cac264db9d9e31,Because - Part 1,Jukebox Hits 1940-1951,0,1,0.571,1,0.693,1,0.721,22050,168.414,0.195,67.176,171.38893,-10.03,0,0,NA,AR4UJ7O1187B994010,blues
AR4UJ7O1187B994010,62924f76-6c13-4e81-8c07-387acd278829,131501,74295,Buddy Johnson,34.30246,-79.87162,"Darlington, SC",0.290206823,0.382082405,SOYTSKQ12A8C1373B4,TRAWSXU128F4275C84,996925,93181,01f58edc73b829d7a214be9c73812234,Did You See Jackie Robinson Hit That Ball?,Jukebox Hits 1940-1951,2005,0,0.031,0,0.012,7,1,22050,132.452,0.34,72.74,140.01587,-9.906,0,0,0.501726082,AR4UJ7O1187B994010,blues
AR4W2E01187FB416AC,f75cbb81-e419-4146-9eed-d6fa69a5a267,209007,173535,Saga,43.64856,-79.38533,"Toronto, Ontario, Canada",0.440056503,0.631336504,SOQQHZK12A8C144617,TRAJLOY128F92E4EAF,5289365,476351,c3b56159d8c0d8cee0b3de212e410285,Believe,Remember When - The very Best of Saga,0,0,0.585,1,0.538,4,1,22050,267.738,2.664,101.303,294.73914,-10.647,0,0,0.265861049,AR4W2E01187FB416AC,rock
AR4W2E01187FB416AC,f75cbb81-e419-4146-9eed-d6fa69a5a267,209007,173535,Saga,43.64856,-79.38533,"Toronto, Ontario, Canada",0.440056503,0.631336504,SOHYCFT12AB0189B7F,TRATMES12903CC0E94,7936531,715497,0e17b9bc392da7b0a35ebadb098c7308,Thank You,FNANArger,0,1,0.466,2,0.394,1,0.678,22050,230.011,2.252,74.811,243.61751,-20.491,0,0,0,AR4W2E01187FB416AC,rock
AR4W5GR1187FB51F7E,387d3712-60ae-464a-8784-1fd94034704a,-1,119000,Alacranes Musical,NA,NA,NA,0.449869233,0.744891287,SOJUPRU12A58A7A5B6,TRAIIJF128F4266603,1602457,153075,d518559017ba9a57f1ea8f645235ddcc,Indita Mia (Album Version),Los Primeros Exitos Alacraneros,0,1,0.614,0,0.492,3,0.769,22050,278.39,0,168.144,284.1073,-5.202,0,0,0,AR4W5GR1187FB51F7E,other
AR4W5GR1187FB51F7E,387d3712-60ae-464a-8784-1fd94034704a,-1,119000,Alacranes Musical,NA,NA,NA,0.449869233,0.744891287,SOCWDKB12A58A786A8,TRAXTXU128F42665F9,1602447,153075,2edfe9fcf2b1cf4d6d279f9cfcbb6c60,La Segunda De Rosales (Album Version),Los Primeros Exitos Alacraneros,0,1,0.725,0,0.78,4,0,22050,187.606,0,153.145,191.9473,-3.423,0,0,0.241641854,AR4W5GR1187FB51F7E,other
AR4W9EZ1187B99282A,adf3d1c6-6a7d-446c-b191-28bac7a2ee4a,-1,176599,Kenny Neal,29.95369,-90.07771,"New Orleans, LA",0.383010328,0.505847111,SONWYRE12AB0181366,TRAFAXI128F9303F5B,5904769,534155,731d094ec5f41d2f3444492c317bdf34,Since I Met You Baby,Let Life Flow,0,1,0.664,5,0.841,4,0.485,22050,281.931,0.351,85.006,295.1571,-11.777,0,0,NA,AR4W9EZ1187B99282A,blues
AR4W9EZ1187B99282A,adf3d1c6-6a7d-446c-b191-28bac7a2ee4a,-1,176599,Kenny Neal,29.95369,-90.07771,"New Orleans, LA",0.383010328,0.505847111,SOVJQYF12AB0185B36,TRARVTN12903CF4724,6685984,602191,c19cfa61fec4d78e2ad1c1195a4a1aa0,Strike While the Iron is Hot,Blues Fallin' Down Like Rain,0,1,0.385,4,0.565,4,0.366,22050,168.118,0.189,107.008,180.61016,-14.422,0,0,NA,AR4W9EZ1187B99282A,blues
AR4WHYC1187B9896E7,9689aa5a-4471-4fb4-9721-07cecda0fa9f,4096,2161,A Tribe Called Quest,NA,NA,"Queens, NY",0.543681107,0.770040695,SOIBEXL12A8AE46975,TRAIBXJ128F4260700,3132283,280531,c0112878cc8fc5ffe0296a31d36945b8,Scenario,The Best Of,1991,1,0.384,2,0.161,4,1,22050,248.581,0,102.829,251.14077,-10.086,0,0,0.704098839,AR4WHYC1187B9896E7,rap
AR4WHYC1187B9896E7,9689aa5a-4471-4fb4-9721-07cecda0fa9f,4096,2161,A Tribe Called Quest,NA,NA,"Queens, NY",0.543681107,0.770040695,SOFCKEK12A8AE46966,TRAVELY128F42606F8,3132275,280531,c7f554ad4575dd394ce472eff8c8ea81,Like It Like That,The Best Of,1998,0,0.354,8,0.28,4,0.584,22050,164.281,0.102,94.971,166.86975,-9.309,0,0,0.818941494,AR4WHYC1187B9896E7,rap
AR4WHYC1187B9896E7,9689aa5a-4471-4fb4-9721-07cecda0fa9f,4096,2161,A Tribe Called Quest,NA,NA,"Queens, NY",0.543681107,0.770040695,SOAMYXR12A8C13A8AF,TRBDRIT128F42929A1,3357649,296638,33a5fe1cffe9541c5df1fb81d89941bd,Get A Hold,Beats_ Rhymes & Life,1996,0,0,10,0,4,1,22050,209.955,0,95.192,215.27465,-8.089,0,0,0.62778538,AR4WHYC1187B9896E7,rap
AR4WS1U1187FB5B02E,e84bbd0d-c397-4505-a27a-6795f697e1fc,-1,431994,Bobby Russell,36.16778,-86.77836,"Nashville, TN",0.128060458,0.410511251,SOADLFU12A8C1393FD,TRAHXJE12903CB8095,6436533,580995,0e2a633a87713d02a1fc6a5c5c8dff67,Jingle Bell Rock,Children's Christmas Party,0,1,0.544,7,0.232,1,0,22050,125.016,0.171,137.959,130.71628,-14.945,0,0,NA,AR4WS1U1187FB5B02E,rock
AR4Y1BM1187B99A1EF,5618fee2-7613-4337-8169-6621aff5d6f5,7989,64440,Deitrick Haddon,NA,NA,NA,0.461679633,0.673653885,SOLMEXI12A8C140CF9,TRAPGYN128F92C40CC,3541961,312854,2a8066002cf1595ffb81d3011ca3e32c,Don't Take Your Spirit Away,Revealed,2008,1,0.509,0,0.476,4,1,22050,222.198,0,131.065,234.47465,-6.814,0,0,0.561428518,AR4Y1BM1187B99A1EF,reggae
AR4Y1BM1187B99A1EF,5618fee2-7613-4337-8169-6621aff5d6f5,7989,64440,Deitrick Haddon,NA,NA,NA,0.461679633,0.673653885,SOTDRNJ12A8C137751,TRAYIUY128F4289952,3320202,295592,4a3f57bf1d81a67d8b665682cafa032e,Stir The Gift,Crossroads,2004,1,0.59,7,0.625,4,0.469,22050,191.263,0,139.543,199.07873,-7.077,0,0,0.375984302,AR4Y1BM1187B99A1EF,reggae
AR4YE5M1187B9934ED,971c8784-4a10-404d-b716-a444b3fc475a,-1,343867,The Cannanes,-24.9162,133.39311,Australia,0.374637301,0.471536797,SOBWJDG12AB0182BA7,TRAYSCQ128F933BA66,5200659,467600,ee34f44934e4f188bc42c3d37ec55ab6,Winding Down Again,Living the dream,0,1,0.557,7,0.558,4,0.667,22050,167.149,0,161.045,188.31628,-12.704,0,0,0.463251105,AR4YE5M1187B9934ED,rock
AR4YKRO1187B9B7829,f0e820ab-f31a-400d-9c5e-8be1c8c38726,6955,26964,The Red Jumpsuit Apparatus,30.06677,-81.86674,"Middleburg, Florida",0.570192015,0.911044197,SOQMROZ12AF729B758,TRAUGQI128F4295BD1,3370463,300910,4416634f7dfa25f29f1ef82633767c62,In Fate's Hands (Album Version),Don't You Fake It,2006,0,0.662,0,0.529,4,0.697,22050,204.655,0.334,199.004,208.79628,-2.983,0,0,0.604088178,AR4YKRO1187B9B7829,other
AR4YY6D1187B9AEC44,c8f8f706-2176-4fde-9f50-4e243dd096c8,100400,10859,Spooky Tooth,NA,NA,Great Britain / UK,0.362174491,0.559263502,SODFSTY12A6701E6D3,TRAMHJH128E0793259,166971,15791,7b00fb8c68102f79983722f631033ebd,Evil Woman,That Was Only Yesterday - An Introduction To,1969,0,0.294,7,0.407,4,0.082,22050,540.212,0.247,142.646,545.74975,-9.465,0,0,0.773738815,AR4YY6D1187B9AEC44,rock
AR4YY6D1187B9AEC44,c8f8f706-2176-4fde-9f50-4e243dd096c8,100400,10859,Spooky Tooth / Mike Harrison,NA,NA,Great Britain / UK,0.362174491,0.559263502,SOOHPYN12A67020C87,TRBDSQE128E079325F,166977,15791,d8bd6829e9c4619bdb49cedbbc136e04,I Am The Walrus,That Was Only Yesterday - An Introduction To,1970,1,0.446,2,0.407,1,0,22050,380.54,2.717,134.804,384.7571,-9.947,0,0,0.807174434,AR4YY6D1187B9AEC44,rock
AR4YY6D1187B9AEC44,c8f8f706-2176-4fde-9f50-4e243dd096c8,100400,10859,Spooky Tooth,NA,NA,Great Britain / UK,0.362174491,0.559263502,SOYCCVP12A6701E6D1,TRBFHZG128F9310D3C,3921211,350853,c59bfed97c713d89dbdf3d0f24bbe503,Waitin' For The Wind,The Best Of Spooky Tooth,1969,1,0.682,2,0.759,4,0.754,22050,206.443,0,96.645,222.14485,-14.736,0,0,NA,AR4YY6D1187B9AEC44,rock
AR4ZLZI1187B9B72D0,19bf356a-1505-47f9-9466-03582fce2a4d,-1,92009,Luciana Souza,NA,NA,NA,0.360932335,0.619396933,SOWVNTY12A8C14508F,TRAVZDX128F92ECF9B,5810405,525943,6e03527ce26936a3986fd422ae2d5b9b,Argument,The Poems of Elizabeth Bishop and Other Songs,0,0,0.628,4,0.504,3,0.91,22050,187.699,0.422,64.988,198.89587,-26.455,0,0,NA,AR4ZLZI1187B9B72D0,jazz
AR4ZLZI1187B9B72D0,19bf356a-1505-47f9-9466-03582fce2a4d,-1,92009,Luciana Souza,NA,NA,NA,0.360932335,0.619396933,SOVCNIE12A8C133D51,TRBDZES128F424080B,2666333,245700,67af15e80b68a1e646d264fde2d791e8,Azul Contente,An Answer To Your Silence,1998,1,0.561,7,0.49,1,0,22050,228.914,7.245,161.191,259.23873,-24.424,0,0,NA,AR4ZLZI1187B9B72D0,jazz
AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,-1,328794,Brian Dullaghan,NA,NA,NA,0.150857762,0.29143326,SOILUPR12AB0186FC1,TRABFMW12903CD352F,7524333,678270,15413c1d9c45de08c6d52c921fca4a67,And I Love You So,Songs For A Wedding - 18 Songs For That Special Day,0,1,0.498,10,0.438,4,0.491,22050,204.637,0.415,99.109,212.94975,-15.046,0,0,NA,AR502DZ1187B98F8E1,folk
AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,-1,328794,Brian Dullaghan,NA,NA,NA,0.319801989,0.29143326,SOJTSAW12A58A7B6C2,TRACMTN128F92FB689,4923910,443438,b35d54a318b57343437fc8e4a335af14,My First Day At School,Have Fun Learning - 14 Sing Along & Learn Along Songs,0,1,0.897,2,1,3,1,22050,110.445,0.531,92.29,110.44526,-21.412,0,0,NA,AR502DZ1187B98F8E1,folk
AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,-1,328794,Brian Dullaghan,NA,NA,NA,0.150857762,0.29143326,SOMMZQP12AB0186FFE,TRARFCT12903CD3545,7524355,678270,bdadbe7f498630198fbae5504a601132,Can't Help Falling In Love,Songs For A Wedding - 18 Songs For That Special Day,0,1,0.636,3,0.475,4,1,22050,183.687,0.392,90.255,190.56281,-15.892,0,0,NA,AR502DZ1187B98F8E1,folk
AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,-1,328794,The Shamrock Singers,NA,NA,NA,0.150857762,0.29143326,SOXYFLY12AB0182A21,TRBGHNM12903CC6797,7471693,673874,808fe2a4324f15a2667b22b10f5ab005,Fields Of Athenry,The Wild Rover,0,1,0.731,4,0.898,4,0.992,22050,266.67,0.808,114.276,273.29261,-17.805,0,0,0.204429373,AR502DZ1187B98F8E1,folk
AR502DZ1187B98F8E1,bc73bbad-ebd9-45c0-8581-260304b9c008,-1,328794,Brian Dullaghan,NA,NA,NA,0.150857762,0.29143326,SOZUHVM12AB0186FAD,TRBGSTS12903CD3528,7524326,678270,be9bc7004df4fdc67a03b5c387454a8d,The Wedding,Songs For A Wedding - 18 Songs For That Special Day,0,1,0.694,8,0.725,3,1,22050,140.817,0.502,99.863,147.80036,-14.908,0,0,NA,AR502DZ1187B98F8E1,folk
AR508LN1187B996F4E,863de8b5-4283-48f4-84fa-330cd073f84a,-1,36259,Lole y Manuel,NA,NA,NA,0.414985282,0.571833796,SOHHZTL12A8C1363B4,TRATOQR128F426BAEE,1624111,155134,8af8b0fb498673fa2271d5fb7f773315,Tango de la Flor (Album Version),Alba Molina,0,1,0.593,6,0.487,4,0.376,22050,145.554,0.583,148.105,145.55383,-10.905,0,0,NA,AR508LN1187B996F4E,other
AR508LN1187B996F4E,863de8b5-4283-48f4-84fa-330cd073f84a,-1,36259,Lole y Manuel,NA,NA,NA,0.414985282,0.571833796,SOKIWRW12AB017FAD7,TRBCQDO128F9314C76,4517685,405723,7919c61584046d63964c375a4a569e47,Aljarafe,Aljarafe,1992,1,0.493,6,0.267,4,0.069,22050,133.654,0.602,85.472,141.66159,-16.465,0,0,NA,AR508LN1187B996F4E,other
